user_id,age,gender,location,city_tier,occupation,device_type,income_level,marital_status,has_kids,language,total_clicks_30d,total_likes_30d,total_shares_30d,avg_dwell_time,bounce_rate,cart_add_30d,search_count_30d,weekend_ratio,night_owl_score,morning_bird_score,app_open_daily,notif_click_rate,last_active_days,avg_session_depth,churn_prob,avg_ticket_size,max_item_spend,total_ltv,discount_affinity,premium_affinity,return_rate,cod_user,wallet_user,loyalty_points,membership_level,aff_electronics,aff_fashion,aff_fitness,aff_home,aff_beauty,aff_groceries,aff_books,aff_gaming,aff_lifestyle,aff_travel,profile_bio,top_searched_brand,buying_intent_score,last_search_query
USR_2785,24,Female,Pune,Tier 3,Teacher,Windows,Low,Married,1,Regional,100,24,2,125.34,0.46,12,14,0.48,0.27,0.99,2,0.4,4,12,0.58,2000,15146,83817,0.64,0.67,0.09,1,0,2089,Gold,0.91,0.46,0.97,0.79,0.17,0.21,0.82,0.36,0.49,0.77,"Teacher from Pune, loves Beauty. Frequent Windows user.",Zara,0.08,Best Home Decor products
USR_2786,34,Female,Pune,Tier 2,Doctor,MacOS,High,Single,1,Regional,121,85,2,269.09,0.28,12,98,0.54,0.74,0.07,10,0.31,30,18,0.02,19879,27438,103693,0.69,0.8,0.17,1,1,174,Free,0.42,0.14,0.06,0.07,0.62,0.84,0.99,0.61,0.11,0.59,"Doctor from Pune, loves Fitness. Frequent MacOS user.",Samsung,0.61,Best Home Decor products
USR_2787,32,Non-Binary,Kolkata,Tier 2,Student,iOS,Low,Married,1,Hindi,23,72,3,172.04,0.19,7,23,0.56,0.61,0.36,12,0.31,30,20,0.37,7383,10070,63917,0.7,0.52,0.1,1,0,2264,Free,0.83,0.33,0.48,0.51,0.93,0.49,0.53,0.02,0.2,0.96,"Student from Kolkata, loves Beauty. Frequent iOS user.",Apple,0.78,Best Fashion products
USR_2788,34,Male,Pune,Tier 1,Student,Windows,Ultra-High,Single,1,Regional,489,43,20,190.35,0.31,21,81,0.41,0.06,0.68,14,0.06,0,18,0.04,4675,13584,21116,0.77,0.82,0.15,1,0,3688,Free,0.42,0.18,0.27,0.49,0.95,0.69,0.37,0.61,0.96,0.06,"Student from Pune, loves Fashion. Frequent Windows user.",Samsung,0.73,Best Home Decor products
USR_2789,60,Male,Mumbai,Tier 3,Software Engineer,iOS,Low,Single,0,Regional,159,53,7,229.92,0.6,26,32,0.82,0.48,0.9,14,0.24,23,1,0.3,6677,14852,148387,0.37,0.4,0.23,0,1,2796,Platinum,0.43,0.88,0.53,0.33,0.21,0.15,0.55,0.68,0.96,0.08,"Software Engineer from Mumbai, loves Tech. Frequent iOS user.",Apple,0.03,Best Fitness products
USR_2790,47,Female,Pune,Tier 3,Doctor,Windows,Ultra-High,Married,1,Regional,213,39,20,147.29,0.69,22,60,0.78,0.38,0.95,12,0.26,19,9,0.62,24583,27430,288831,0.49,0.89,0.24,0,1,4613,Gold,0.56,0.72,0.51,0.55,0.54,0.05,0.96,0.03,0.26,0.23,"Doctor from Pune, loves Home Decor. Frequent Windows user.",Apple,0.33,Best Books products
USR_2791,35,Female,Mumbai,Tier 1,Teacher,Android,Ultra-High,Single,1,Regional,220,6,12,243.46,0.75,13,74,0.34,0.56,0.49,2,0.34,1,6,0.27,9662,28436,114773,0.6,0.36,0.07,0,1,1221,Platinum,0.12,0.43,0.64,0.04,0.25,0.78,0.09,0.46,0.0,0.88,"Teacher from Mumbai, loves Tech. Frequent Android user.",Samsung,0.51,Best Beauty products
USR_2792,65,Male,Delhi,Tier 2,Student,MacOS,Ultra-High,Married,0,English,354,7,20,95.27,0.61,11,40,0.24,0.12,0.91,12,0.2,22,6,0.9,2319,16039,271285,0.75,0.52,0.01,1,0,6,Gold,0.93,0.64,0.79,0.62,0.24,0.75,0.54,0.97,0.59,0.0,"Student from Delhi, loves Books. Frequent MacOS user.",LG,0.2,Best Fitness products
USR_2793,33,Male,Mumbai,Tier 1,Software Engineer,Windows,Low,Married,0,English,431,98,8,153.36,0.28,30,15,0.19,0.68,0.42,12,0.04,12,13,0.78,21779,34241,474167,0.42,0.19,0.23,0,0,877,Free,0.81,0.94,0.61,0.61,0.82,0.51,0.88,0.47,0.23,0.07,"Software Engineer from Mumbai, loves Books. Frequent Windows user.",Zara,0.5,Best Books products
USR_2794,48,Female,Bangalore,Tier 3,Entrepreneur,MacOS,Ultra-High,Single,0,Hindi,120,64,5,161.2,0.72,15,48,0.64,0.72,0.2,4,0.27,27,20,0.6,4475,7631,82132,0.25,0.51,0.12,1,1,1633,Silver,0.1,0.65,0.57,0.46,0.54,0.7,0.82,0.97,0.09,0.37,"Entrepreneur from Bangalore, loves Fashion. Frequent MacOS user.",Nike,0.93,Best Home Decor products
USR_2795,63,Male,Chennai,Tier 2,Doctor,Android,High,Single,0,Hindi,439,97,11,284.77,0.37,6,28,0.6,0.3,0.4,5,0.1,20,13,0.38,6011,32165,354557,0.11,0.01,0.29,0,0,3599,Free,0.29,0.38,0.15,0.29,0.14,0.73,0.62,0.25,0.13,0.51,"Doctor from Chennai, loves Tech. Frequent Android user.",LG,0.49,Best Fashion products
USR_2796,39,Male,Hyderabad,Tier 2,Artist,iOS,Medium,Single,1,English,41,59,14,273.82,0.64,2,85,0.13,0.57,0.27,7,0.27,24,6,0.33,4167,42909,37002,0.26,0.15,0.06,1,1,4717,Platinum,0.66,0.48,0.33,0.01,0.95,0.91,0.48,0.74,0.15,0.75,"Artist from Hyderabad, loves Beauty. Frequent iOS user.",Samsung,0.08,Best Fashion products
USR_2797,52,Non-Binary,Pune,Tier 1,Software Engineer,iOS,High,Single,1,Hindi,101,84,6,204.15,0.32,21,5,0.29,0.7,0.21,4,0.02,14,4,0.15,2235,5965,361152,0.46,0.86,0.16,1,1,2654,Platinum,0.63,0.96,0.62,0.18,0.54,0.57,0.73,0.26,0.92,0.12,"Software Engineer from Pune, loves Home Decor. Frequent iOS user.",Nike,0.46,Best Fashion products
USR_2798,50,Male,Hyderabad,Tier 3,Student,MacOS,Low,Married,1,Regional,450,13,0,26.91,0.24,12,60,0.63,0.51,0.24,9,0.17,29,13,0.99,19646,44002,478387,0.85,0.81,0.21,0,0,47,Platinum,0.65,0.03,0.65,0.1,0.9,0.92,0.31,0.77,0.61,0.35,"Student from Hyderabad, loves Gaming. Frequent MacOS user.",Samsung,0.77,Best Books products
USR_2799,31,Non-Binary,Kolkata,Tier 1,Doctor,MacOS,Low,Single,1,English,401,46,2,174.08,0.69,24,10,0.39,0.15,0.26,3,0.23,30,18,0.38,8082,36864,197094,0.65,0.97,0.15,1,0,4069,Silver,0.31,0.44,0.0,0.96,0.79,0.74,0.24,0.89,0.39,0.08,"Doctor from Kolkata, loves Fitness. Frequent MacOS user.",Zara,0.39,Best Books products
USR_2800,32,Male,Mumbai,Tier 1,Doctor,Windows,Ultra-High,Married,1,Hindi,333,98,5,269.17,0.41,29,32,0.88,0.33,0.3,10,0.12,26,8,0.81,20240,34629,230130,0.16,0.41,0.26,0,1,4279,Gold,0.49,0.73,0.31,0.75,0.27,0.82,0.51,0.15,0.54,0.05,"Doctor from Mumbai, loves Home Decor. Frequent Windows user.",Nike,0.44,Best Home Decor products
USR_2801,27,Non-Binary,Chennai,Tier 1,Doctor,MacOS,Ultra-High,Single,0,Regional,395,86,18,43.89,0.46,27,81,0.16,0.74,0.97,13,0.06,14,20,0.24,24073,32167,331393,0.27,0.41,0.22,0,0,4512,Platinum,0.54,0.54,0.7,0.48,0.26,0.13,0.79,0.46,0.04,0.16,"Doctor from Chennai, loves Gaming. Frequent MacOS user.",Apple,0.34,Best Fitness products
USR_2802,62,Non-Binary,Pune,Tier 3,Entrepreneur,MacOS,High,Single,1,English,413,2,15,186.98,0.38,23,59,0.69,0.7,0.81,8,0.4,13,13,0.77,14637,28505,153144,0.54,0.32,0.04,0,1,3547,Silver,0.5,0.0,0.16,0.04,0.78,0.73,0.37,0.99,0.88,0.76,"Entrepreneur from Pune, loves Fashion. Frequent MacOS user.",Zara,0.39,Best Home Decor products
USR_2803,23,Non-Binary,Kolkata,Tier 3,Software Engineer,Windows,Medium,Single,1,Hindi,170,54,18,152.29,0.25,18,84,0.28,0.3,0.08,6,0.41,8,3,0.93,14437,34609,204541,0.66,0.67,0.25,1,1,1529,Silver,0.61,0.79,0.6,0.68,0.17,0.96,0.34,0.86,0.25,0.64,"Software Engineer from Kolkata, loves Home Decor. Frequent Windows user.",LG,0.46,Best Home Decor products
USR_2804,41,Male,Delhi,Tier 3,Artist,Android,Ultra-High,Married,0,English,24,60,0,261.89,0.2,6,98,0.6,0.22,0.41,1,0.1,26,7,0.61,5092,41344,316772,0.38,0.64,0.1,0,1,1261,Platinum,0.92,0.3,0.05,0.94,0.23,0.39,0.47,0.21,0.8,0.39,"Artist from Delhi, loves Home Decor. Frequent Android user.",Apple,0.41,Best Fitness products
USR_2805,28,Female,Kolkata,Tier 1,Artist,Windows,Low,Married,0,Regional,438,52,20,251.61,0.69,1,90,0.12,0.64,0.29,13,0.27,12,14,0.39,11292,30792,436424,0.17,0.44,0.27,1,1,3594,Platinum,0.79,0.18,0.62,0.3,0.83,0.61,0.02,0.48,0.86,0.63,"Artist from Kolkata, loves Fitness. Frequent Windows user.",Apple,0.42,Best Books products
USR_2806,28,Female,Pune,Tier 3,Student,iOS,Medium,Single,1,Hindi,102,82,6,268.34,0.55,9,100,0.88,0.64,0.1,4,0.1,28,3,0.67,20869,22207,341087,0.56,0.52,0.06,1,1,2289,Silver,0.72,0.91,0.21,0.37,0.33,0.98,0.3,0.21,0.38,0.62,"Student from Pune, loves Fitness. Frequent iOS user.",Samsung,0.31,Best Gaming products
USR_2807,56,Male,Bangalore,Tier 2,Teacher,MacOS,Ultra-High,Single,1,Hindi,500,1,3,262.29,0.11,10,38,0.58,0.35,0.64,15,0.06,19,14,0.36,4269,38948,235857,0.12,0.7,0.26,1,0,2552,Gold,0.58,0.32,0.67,0.92,0.94,0.08,0.91,0.09,0.49,0.29,"Teacher from Bangalore, loves Home Decor. Frequent MacOS user.",Samsung,0.86,Best Fitness products
USR_2808,43,Non-Binary,Mumbai,Tier 2,Teacher,MacOS,Ultra-High,Single,0,English,392,41,11,122.37,0.49,5,28,0.13,0.52,0.8,6,0.32,4,17,1.0,15898,38256,351287,0.2,0.14,0.1,1,0,279,Gold,0.65,0.78,0.49,0.77,0.92,0.06,0.7,0.6,0.16,0.98,"Teacher from Mumbai, loves Fashion. Frequent MacOS user.",Nike,0.46,Best Beauty products
USR_2809,27,Female,Bangalore,Tier 1,Student,Windows,Medium,Married,1,Regional,485,97,20,256.34,0.38,22,10,0.77,0.76,0.35,7,0.12,20,15,0.67,1079,10536,138320,0.87,0.49,0.11,0,1,4924,Gold,0.11,0.13,0.74,0.88,0.8,0.82,0.89,0.89,0.25,0.9,"Student from Bangalore, loves Fitness. Frequent Windows user.",Samsung,0.57,Best Books products
USR_2810,54,Female,Chennai,Tier 1,Doctor,iOS,High,Single,0,English,39,50,12,286.43,0.76,1,51,0.32,0.77,0.39,5,0.31,28,14,0.8,15130,32893,322697,0.42,0.77,0.17,0,0,2316,Gold,0.24,0.82,0.6,0.91,0.53,0.29,0.05,0.89,0.47,0.45,"Doctor from Chennai, loves Tech. Frequent iOS user.",Zara,0.21,Best Books products
USR_2811,52,Female,Delhi,Tier 1,Student,Windows,Medium,Married,1,Regional,14,13,18,63.42,0.19,10,80,0.33,0.03,0.7,7,0.17,9,11,0.42,8362,16095,239650,0.74,0.62,0.13,1,0,4701,Platinum,0.91,0.78,0.53,0.65,0.45,0.15,0.08,0.78,0.36,0.53,"Student from Delhi, loves Fitness. Frequent Windows user.",LG,0.88,Best Home Decor products
USR_2812,33,Male,Delhi,Tier 3,Artist,Windows,High,Married,1,Regional,456,32,11,185.28,0.47,0,60,0.87,0.08,0.32,2,0.32,14,14,0.62,5836,22346,267052,0.47,0.5,0.07,1,1,2350,Gold,0.17,0.86,0.19,0.66,0.2,0.84,0.88,0.22,0.07,0.73,"Artist from Delhi, loves Beauty. Frequent Windows user.",LG,0.09,Best Fashion products
USR_2813,20,Male,Kolkata,Tier 3,Entrepreneur,Windows,Medium,Married,0,Hindi,429,85,3,138.98,0.21,8,42,0.49,0.85,0.15,4,0.41,1,18,0.35,3077,31558,300588,0.75,0.43,0.1,1,1,2265,Gold,0.27,0.53,0.42,0.79,0.27,0.17,0.14,0.28,0.66,0.86,"Entrepreneur from Kolkata, loves Beauty. Frequent Windows user.",LG,0.2,Best Books products
USR_2814,28,Non-Binary,Mumbai,Tier 1,Artist,iOS,Medium,Single,0,Regional,28,33,17,168.89,0.27,25,36,0.54,0.29,0.35,8,0.26,8,15,0.48,21145,32169,195598,0.51,0.38,0.05,0,1,3303,Platinum,0.6,0.5,0.44,0.51,0.09,0.52,0.68,0.62,0.69,0.76,"Artist from Mumbai, loves Gaming. Frequent iOS user.",Samsung,0.68,Best Home Decor products
USR_2815,64,Non-Binary,Delhi,Tier 3,Entrepreneur,iOS,Low,Married,1,Regional,400,93,19,21.57,0.12,4,22,0.41,0.57,0.39,9,0.29,24,13,0.92,3360,6344,428335,0.39,0.64,0.09,1,1,4526,Free,0.34,0.83,0.5,0.1,0.15,0.2,0.53,0.75,0.35,0.31,"Entrepreneur from Delhi, loves Fitness. Frequent iOS user.",Apple,0.56,Best Fitness products
USR_2816,33,Male,Hyderabad,Tier 2,Artist,iOS,High,Single,1,English,489,13,3,84.82,0.68,26,47,0.5,0.9,0.67,3,0.09,22,2,0.31,18899,48654,116811,0.53,0.65,0.2,0,0,751,Platinum,0.86,0.43,0.31,0.54,0.2,0.71,0.98,0.36,0.7,0.56,"Artist from Hyderabad, loves Beauty. Frequent iOS user.",Zara,0.42,Best Beauty products
USR_2817,64,Male,Hyderabad,Tier 2,Artist,Windows,Ultra-High,Married,0,Regional,208,67,8,269.16,0.52,8,12,0.3,1.0,0.34,2,0.39,16,4,0.03,4550,16058,279486,0.12,0.39,0.04,1,0,1100,Gold,0.72,0.02,0.68,0.65,0.82,0.8,0.35,0.69,0.92,0.03,"Artist from Hyderabad, loves Home Decor. Frequent Windows user.",Zara,0.76,Best Home Decor products
USR_2818,39,Female,Chennai,Tier 2,Student,MacOS,High,Married,1,Regional,463,72,8,95.88,0.25,30,14,0.77,0.0,0.86,9,0.45,9,20,0.82,22232,26248,42743,0.17,0.07,0.12,0,0,1081,Gold,0.35,0.58,0.25,0.61,0.42,0.34,0.45,0.62,0.8,0.09,"Student from Chennai, loves Home Decor. Frequent MacOS user.",Zara,0.95,Best Beauty products
USR_2819,18,Female,Chennai,Tier 3,Artist,MacOS,Ultra-High,Married,0,English,491,40,15,122.7,0.41,20,17,0.31,0.88,0.43,5,0.28,8,1,0.68,24165,31838,66736,0.5,0.73,0.05,0,1,726,Free,0.25,0.92,0.71,0.4,0.76,0.06,0.51,0.33,0.43,0.22,"Artist from Chennai, loves Beauty. Frequent MacOS user.",Samsung,0.48,Best Books products
USR_2820,52,Non-Binary,Delhi,Tier 2,Entrepreneur,Windows,Low,Married,1,English,329,27,11,229.4,0.65,7,24,0.15,0.52,0.02,6,0.36,10,15,0.88,4634,46912,480020,0.71,0.4,0.1,0,1,3276,Free,0.65,0.84,0.05,0.43,0.48,0.81,0.92,0.35,0.08,0.57,"Entrepreneur from Delhi, loves Books. Frequent Windows user.",Samsung,0.29,Best Tech products
USR_2821,37,Female,Delhi,Tier 3,Student,Windows,Low,Single,0,Regional,57,18,7,87.14,0.41,6,89,0.28,0.67,0.44,12,0.03,3,3,0.31,6034,21673,80805,0.61,0.23,0.19,1,0,1541,Platinum,0.92,0.42,0.14,0.69,0.14,0.89,0.85,0.47,0.49,0.79,"Student from Delhi, loves Home Decor. Frequent Windows user.",Zara,0.2,Best Home Decor products
USR_2822,58,Non-Binary,Chennai,Tier 1,Teacher,MacOS,Medium,Married,0,Hindi,244,2,7,80.43,0.53,25,87,0.62,0.27,0.17,13,0.2,4,14,0.49,5756,48907,146957,0.65,0.18,0.25,0,0,3209,Gold,0.33,0.67,0.18,0.81,0.87,0.44,0.26,0.81,0.13,0.16,"Teacher from Chennai, loves Tech. Frequent MacOS user.",LG,0.37,Best Fashion products
USR_2823,65,Male,Hyderabad,Tier 3,Software Engineer,MacOS,Low,Married,0,Regional,470,43,12,25.61,0.38,15,16,0.17,0.7,0.16,8,0.33,13,14,0.4,19025,36941,41698,0.6,0.85,0.16,0,1,2020,Silver,0.81,0.32,0.17,0.08,0.48,0.86,0.03,0.92,0.7,0.6,"Software Engineer from Hyderabad, loves Gaming. Frequent MacOS user.",Zara,0.66,Best Fashion products
USR_2824,41,Female,Pune,Tier 1,Doctor,MacOS,Low,Single,0,Hindi,201,29,19,92.86,0.64,25,78,0.49,0.25,0.33,13,0.45,23,6,0.96,3957,19373,314281,0.66,0.06,0.25,1,1,3423,Free,0.5,0.35,0.42,0.29,0.6,0.16,0.25,0.22,0.47,0.98,"Doctor from Pune, loves Fitness. Frequent MacOS user.",Samsung,0.3,Best Beauty products
USR_2825,46,Male,Hyderabad,Tier 3,Software Engineer,MacOS,Medium,Married,1,Hindi,21,33,2,37.58,0.72,8,91,0.23,0.76,0.96,14,0.36,7,7,0.43,4240,29597,362146,0.19,0.65,0.08,1,1,4779,Silver,0.92,0.79,0.38,1.0,0.08,0.19,0.62,0.19,0.14,0.39,"Software Engineer from Hyderabad, loves Books. Frequent MacOS user.",Nike,0.33,Best Fitness products
USR_2826,34,Non-Binary,Kolkata,Tier 2,Entrepreneur,MacOS,High,Single,1,English,274,96,17,91.82,0.45,15,77,0.8,0.9,0.39,10,0.34,26,15,0.12,13917,42383,226077,0.77,0.61,0.28,1,1,544,Free,0.61,0.16,0.59,0.65,0.1,0.31,0.89,0.44,0.47,0.29,"Entrepreneur from Kolkata, loves Fitness. Frequent MacOS user.",Apple,0.29,Best Tech products
USR_2827,47,Female,Pune,Tier 1,Software Engineer,Windows,Ultra-High,Single,1,English,21,68,15,290.34,0.16,3,46,0.14,0.6,0.75,5,0.47,9,2,0.37,24878,34567,382473,0.28,0.26,0.01,1,1,480,Gold,0.63,0.52,0.06,0.84,0.99,0.25,0.88,0.12,0.74,0.95,"Software Engineer from Pune, loves Home Decor. Frequent Windows user.",Apple,0.88,Best Beauty products
USR_2828,31,Female,Delhi,Tier 1,Student,MacOS,Low,Married,0,Hindi,157,91,12,32.41,0.3,6,100,0.47,0.35,0.39,11,0.28,19,11,0.2,10915,24517,300463,0.57,0.21,0.19,0,0,3459,Free,0.42,0.87,0.36,0.42,0.05,0.48,0.79,0.23,0.62,0.33,"Student from Delhi, loves Beauty. Frequent MacOS user.",Zara,0.94,Best Gaming products
USR_2829,18,Non-Binary,Bangalore,Tier 3,Teacher,iOS,High,Married,0,English,138,81,18,115.7,0.35,6,28,0.21,0.21,0.35,1,0.09,10,15,0.85,18836,48914,379300,0.29,0.01,0.02,0,0,3452,Silver,0.75,0.41,0.1,0.47,0.28,0.83,0.12,0.44,0.58,0.35,"Teacher from Bangalore, loves Fashion. Frequent iOS user.",LG,0.68,Best Beauty products
USR_2830,37,Male,Bangalore,Tier 1,Artist,iOS,Ultra-High,Married,0,Hindi,357,36,10,116.11,0.31,5,84,0.63,0.31,0.79,12,0.2,11,8,0.18,22778,31688,115273,0.55,0.57,0.08,1,0,4164,Platinum,0.28,0.24,0.37,0.7,0.34,0.83,0.45,0.95,0.79,0.92,"Artist from Bangalore, loves Fashion. Frequent iOS user.",Samsung,0.13,Best Beauty products
USR_2831,33,Non-Binary,Pune,Tier 1,Doctor,Windows,Ultra-High,Married,1,Hindi,189,89,5,288.35,0.46,27,29,0.29,0.64,0.64,7,0.47,17,10,0.62,15965,24327,120780,0.88,0.08,0.23,1,0,223,Free,0.49,0.94,0.35,0.71,0.1,0.8,0.64,0.26,0.7,0.73,"Doctor from Pune, loves Gaming. Frequent Windows user.",LG,0.34,Best Home Decor products
USR_2832,53,Male,Delhi,Tier 1,Student,Android,Low,Single,0,Regional,389,23,3,208.3,0.58,16,98,0.12,0.26,0.96,11,0.46,18,10,0.71,6999,14860,308633,0.69,0.19,0.0,1,0,3690,Platinum,0.06,0.57,0.06,0.91,0.77,0.1,0.83,0.52,0.03,0.92,"Student from Delhi, loves Gaming. Frequent Android user.",LG,0.38,Best Tech products
USR_2833,35,Female,Bangalore,Tier 3,Student,Windows,Ultra-High,Married,0,Hindi,128,66,18,220.3,0.61,30,28,0.6,0.27,0.28,8,0.49,6,10,0.18,20371,21873,411647,0.39,0.07,0.02,1,1,1522,Silver,0.28,0.1,0.02,0.66,0.37,0.91,0.92,0.64,0.93,0.97,"Student from Bangalore, loves Home Decor. Frequent Windows user.",Apple,0.6,Best Tech products
USR_2834,41,Male,Bangalore,Tier 2,Artist,iOS,Low,Single,0,Hindi,95,33,12,253.6,0.58,25,67,0.54,0.04,0.52,3,0.28,13,15,0.79,5270,25208,127272,0.69,0.42,0.22,0,0,907,Silver,0.06,0.17,0.48,0.58,0.13,0.4,0.03,0.83,0.88,0.17,"Artist from Bangalore, loves Fashion. Frequent iOS user.",Apple,0.96,Best Gaming products
USR_2835,56,Male,Bangalore,Tier 1,Teacher,Windows,High,Single,1,Regional,34,49,11,182.98,0.54,11,10,0.11,0.24,0.38,7,0.11,10,12,0.23,609,31752,113671,0.26,0.88,0.26,1,1,834,Free,0.46,0.21,0.22,0.19,0.18,0.2,0.74,0.51,0.54,0.81,"Teacher from Bangalore, loves Fashion. Frequent Windows user.",Apple,0.47,Best Home Decor products
USR_2836,51,Female,Chennai,Tier 2,Entrepreneur,Windows,Ultra-High,Married,1,Regional,175,84,1,262.79,0.45,7,16,0.4,0.99,0.37,14,0.26,9,14,0.08,17049,29229,355480,0.79,0.86,0.27,1,1,287,Silver,0.51,0.28,0.99,0.16,0.91,0.64,0.89,0.48,0.08,0.81,"Entrepreneur from Chennai, loves Fashion. Frequent Windows user.",Nike,0.73,Best Gaming products
USR_2837,42,Male,Chennai,Tier 1,Artist,Android,Ultra-High,Single,1,Regional,133,40,9,62.81,0.77,25,100,0.18,0.62,0.74,7,0.16,17,7,0.42,22786,39670,155900,0.43,0.46,0.24,1,1,3380,Gold,0.2,0.21,0.58,0.29,0.79,0.68,0.92,0.17,0.21,0.66,"Artist from Chennai, loves Gaming. Frequent Android user.",LG,0.49,Best Beauty products
USR_2838,32,Non-Binary,Kolkata,Tier 1,Artist,MacOS,High,Single,0,English,90,22,14,92.17,0.58,21,91,0.19,0.43,0.32,12,0.12,16,1,0.85,15249,19575,146185,0.21,0.21,0.2,1,1,4047,Platinum,0.32,0.3,0.81,0.59,0.67,0.98,0.71,0.94,0.31,0.58,"Artist from Kolkata, loves Fitness. Frequent MacOS user.",Apple,0.83,Best Tech products
USR_2839,64,Female,Mumbai,Tier 2,Artist,iOS,High,Single,0,Regional,349,74,2,245.57,0.55,5,48,0.11,0.0,0.44,2,0.05,11,8,0.59,8394,21527,233920,0.84,0.27,0.25,0,1,732,Gold,0.61,0.07,0.48,0.17,0.91,0.61,1.0,0.44,0.26,0.05,"Artist from Mumbai, loves Home Decor. Frequent iOS user.",Samsung,0.43,Best Home Decor products
USR_2840,27,Female,Delhi,Tier 2,Teacher,Windows,Ultra-High,Married,0,Hindi,150,38,17,21.29,0.19,30,65,0.84,0.87,0.98,7,0.47,22,3,0.65,17708,23220,62387,0.85,0.57,0.3,0,1,4272,Free,0.23,0.21,0.26,0.35,0.0,0.41,0.94,0.63,0.2,0.38,"Teacher from Delhi, loves Home Decor. Frequent Windows user.",Nike,0.64,Best Fashion products
USR_2841,54,Male,Delhi,Tier 2,Doctor,Windows,Ultra-High,Married,1,Hindi,488,84,4,191.78,0.58,17,78,0.2,0.61,0.83,13,0.46,10,19,0.39,16649,41379,258857,0.18,0.06,0.12,1,1,1585,Platinum,0.71,0.73,0.62,0.32,0.39,0.48,0.54,0.32,0.61,0.43,"Doctor from Delhi, loves Fitness. Frequent Windows user.",Nike,0.14,Best Fashion products
USR_2842,63,Male,Hyderabad,Tier 2,Software Engineer,Android,High,Single,0,Regional,194,90,11,123.15,0.46,30,57,0.39,0.12,0.53,7,0.05,5,4,0.27,15901,29594,489889,0.57,0.96,0.18,1,0,2328,Gold,0.3,0.14,0.85,0.97,0.4,0.3,0.25,0.28,0.35,0.44,"Software Engineer from Hyderabad, loves Fitness. Frequent Android user.",Apple,0.79,Best Fitness products
USR_2843,20,Female,Hyderabad,Tier 2,Student,Android,High,Married,0,English,127,38,5,297.02,0.24,4,48,0.66,0.13,0.5,3,0.4,18,3,0.82,11599,46588,1083,0.15,0.22,0.17,1,1,2955,Silver,0.08,0.69,0.9,0.06,0.24,0.92,0.34,0.2,0.37,0.66,"Student from Hyderabad, loves Gaming. Frequent Android user.",Apple,0.24,Best Home Decor products
USR_2844,37,Non-Binary,Mumbai,Tier 1,Artist,iOS,Medium,Married,0,Hindi,336,40,13,133.14,0.14,30,91,0.8,0.22,0.92,2,0.18,27,1,0.13,689,31478,6494,0.15,0.28,0.22,1,1,3036,Gold,0.4,0.91,0.14,0.49,0.93,0.2,0.83,0.33,0.54,0.67,"Artist from Mumbai, loves Gaming. Frequent iOS user.",Apple,0.63,Best Beauty products
USR_2845,40,Non-Binary,Kolkata,Tier 3,Doctor,MacOS,Medium,Married,0,Hindi,411,81,12,251.1,0.73,9,10,0.65,0.84,0.28,2,0.22,12,4,0.27,7102,19749,5209,0.36,0.29,0.2,0,1,1378,Silver,0.15,0.16,0.84,0.14,0.61,0.27,0.42,0.16,0.84,0.28,"Doctor from Kolkata, loves Fashion. Frequent MacOS user.",LG,0.81,Best Fashion products
USR_2846,58,Non-Binary,Hyderabad,Tier 3,Teacher,iOS,Ultra-High,Married,1,Hindi,29,53,5,54.91,0.78,9,32,0.49,0.52,0.6,8,0.35,0,10,0.15,18547,31822,5756,0.63,0.5,0.13,0,0,108,Silver,0.3,0.14,0.28,0.8,0.26,0.3,0.28,0.74,0.43,0.2,"Teacher from Hyderabad, loves Home Decor. Frequent iOS user.",LG,0.52,Best Beauty products
USR_2847,27,Female,Chennai,Tier 1,Student,iOS,High,Single,0,Regional,476,4,19,68.53,0.53,7,89,0.3,0.76,0.62,7,0.34,22,11,1.0,12402,32294,393576,0.66,0.21,0.24,1,0,1058,Gold,0.26,0.85,0.56,0.03,0.68,0.2,0.55,0.39,0.24,0.8,"Student from Chennai, loves Home Decor. Frequent iOS user.",Samsung,0.17,Best Fashion products
USR_2848,29,Female,Delhi,Tier 3,Artist,MacOS,High,Married,0,Hindi,368,34,0,233.2,0.23,14,51,0.78,0.85,0.86,13,0.37,15,6,0.06,19610,42447,96450,0.89,0.58,0.1,1,1,2746,Free,0.13,0.03,0.31,0.49,0.56,0.27,0.42,0.51,0.63,0.66,"Artist from Delhi, loves Tech. Frequent MacOS user.",Nike,0.19,Best Fitness products
USR_2849,64,Male,Chennai,Tier 2,Student,Android,Ultra-High,Single,1,English,477,56,6,144.12,0.23,9,29,0.39,0.88,0.49,14,0.33,6,9,0.19,15762,37399,25093,0.37,0.04,0.18,0,1,2139,Platinum,0.04,1.0,0.99,0.93,0.24,0.16,0.7,0.23,0.29,0.03,"Student from Chennai, loves Tech. Frequent Android user.",Zara,0.26,Best Home Decor products
USR_2850,23,Female,Hyderabad,Tier 2,Entrepreneur,MacOS,High,Single,1,Regional,450,19,5,136.99,0.32,15,83,0.85,0.28,0.62,7,0.01,26,5,0.89,693,4486,428862,0.72,0.75,0.04,1,0,4739,Free,0.56,0.96,0.6,0.31,0.08,0.23,0.38,0.95,0.55,0.35,"Entrepreneur from Hyderabad, loves Gaming. Frequent MacOS user.",Apple,0.29,Best Fitness products
